"id";"idOriginEntry";"createDate";"content";"idUser";"category";"sentiment";"type";"idOrigin"
34;"764456095628746757";"2016-08-13";"RT @Curiosidades_TM: Las mujeres tienen cerebros más pequeños que los hombres, pero las mujeres usan su cerebro de manera más eficiente que…";"100267086";"";"";1;"0"
35;"764455930167644164";"2016-08-13";"Apoco Tom Hanks rejuvenecio? ?

 https://t.co/5E60bPeJM7";"100267086";"";"";1;"0"
36;"783870557234290688";"2016-10-06";"I'm earning #mPLUSRewards in The Weather Channel. https://t.co/pklFHn2dMj";"1015704044";"";"";1;"0"
37;"783579243083096064";"2016-10-05";"I'm earning #mPLUSRewards in The Weather Channel. https://t.co/vANkBoQhv6";"1015704044";"";"";1;"0"
38;"782411158405910528";"2016-10-02";"I'm raising money for Help. Click to Donate:  https://t.co/lTbSD8xljU via @gofundme";"1015704044";"";"";1;"0"
39;"782395553636319233";"2016-10-02";"@Marlins next level baseball this weekend in new Orleans. They one first game with the supportive shirts in memory… https://t.co/RydyRtpR1D";"1015704044";"";"";1;"782340905097461760"
40;"782394256245809152";"2016-10-02";"@nextlevelbb  great job guys";"1015704044";"";"";1;"782389185625882624"
41;"782388233594408960";"2016-10-02";"@nextlevelbb how did you all do";"1015704044";"";"";1;"782377009536204801"
42;"781333736956825600";"2016-09-29";"@jofez16 
So loved and deeply missed";"1015704044";"";"";1;"0"
43;"781235282838327297";"2016-09-29";"15 Science-Backed Ways To Fall Asleep Faster! #PJpromo - https://t.co/wJa6JfEHQf https://t.co/0iUxZXghU6";"1015704044";"";"";1;"0"
44;"780278155479318528";"2016-09-26";"Got Constitution? Get your free ACLU pocket Constitution TODAY (while supplies last): https://t.co/ARlN4UgNPF";"1015704044";"";"";1;"0"
45;"779798064802435072";"2016-09-25";"Don't forget to sign up for our PJ Fan Club! Only one more week to win a PJ set! #PJpromo - https://t.co/NqGUb9cuGR https://t.co/ngvwIxaTXB";"1015704044";"";"";1;"0"
46;"779565961309515776";"2016-09-24";"Enter to Win: FREE Pair of Harley Davidson Slippers https://t.co/VmbwUxUipu";"1015704044";"";"";1;"0"
47;"779502324905631744";"2016-09-24";"I'm raising money for Helping hand medical. Click to Donate:  https://t.co/iG9oKDmrMC";"1015704044";"";"";1;"0"
48;"778924690282844161";"2016-09-22";"NYC Pit Bull Group: If Montreal Bans Pit Bulls, Then We Ban Montreal! https://t.co/fUYJVC7qLd via @Change";"1015704044";"";"";1;"0"
49;"778466398406180864";"2016-09-21";"Attorney purposes  https://t.co/awpYwFIidS";"1015704044";"";"";1;"0"
50;"775777923890544641";"2016-09-14";"I'm raising money for LAST HOPE . Click to Donate:  https://t.co/5jk4Fvohrh via @gofundme";"1015704044";"";"";1;"0"
51;"775547474035474432";"2016-09-13";"I'm raising money for LAST HOPE . Click to Donate:  https://t.co/mLgmGrKi4O via @gofundme";"1015704044";"";"";1;"0"
52;"772813551891251200";"2016-09-05";"I'm earning #mPLUSRewards in The Weather Channel. https://t.co/xjhcyVdPtb";"1015704044";"";"";1;"0"
53;"771616766749319172";"2016-09-02";"I'm earning #mPLUSRewards in The Weather Channel. https://t.co/gU7KapQpsU";"1015704044";"";"";1;"0"
54;"771333985964331008";"2016-09-01";"I'm raising money for Domestic violence survivor . Click to Donate:  https://t.co/QAdnpbjoA1 via @gofundme";"1015704044";"";"";1;"0"
55;"771109474039898112";"2016-09-01";"I'm raising money for Domestic violence survivor . Click to Donate:  https://t.co/bg6kiYl94k via @gofundme";"1015704044";"";"";1;"0"
56;"769919879206014976";"2016-08-28";"Legal fees https://t.co/ONO5sY1R3Q";"1015704044";"";"";1;"0"
57;"768343344292519936";"2016-08-24";"I'm raising money for Legal fees. Click to Donate:  https://t.co/fZSXznqG0D via @gofundme";"1015704044";"";"";1;"0"
58;"767840525231722500";"2016-08-23";"Legal fees https://t.co/5AYJsLqAVJ";"1015704044";"";"";1;"0"
59;"766712010662871041";"2016-08-20";"I just got a FREE trial bag of Petcurean premium pet food, I think your furry friend would love one too! https://t.co/SUOASa22Nh";"1015704044";"";"";1;"0"
60;"766307131356286976";"2016-08-18";"I just claimed a free box of products from PINCHme! Sign up here to claim yours now too https://t.co/GdI6Jaltw5";"1015704044";"";"";1;"0"
61;"762339932849446912";"2016-08-08";"Enter for your chance to win McDonald's for a Year! https://t.co/eS1T78OKlL";"1015704044";"";"";1;"0"
62;"753018232190148609";"2016-07-13";"I'm raising money for Emergency Help. Click to Donate:  https://t.co/eJsYyNJiC2 via @gofundme";"1015704044";"";"";1;"0"
63;"753002905309937668";"2016-07-13";"Become Lucktastic's first millionaire! Winner Guaranteed in 2016. Enter now: https://t.co/dVuw0qC3wm";"1015704044";"";"";1;"0"
64;"752583188384452608";"2016-07-12";"The Keyboard Waffle Iron Giveaway https://t.co/jIhTTlJq5Y via @webdesignledger";"1015704044";"";"";1;"0"
65;"752264318142574592";"2016-07-11";"Schoola: Save on kids clothes & 40% funds school programs. $20 free if you use my link. Awesome, right?! https://t.co/qMW59V4bwD";"1015704044";"";"";1;"0"
66;"782871740896649216";"2016-10-03";"@Kent_999s nothing better to do these guys. Haha everyone needs a McDonalds' breakfast https://t.co/n25JGC30hC";"1018512066";"";"";1;"0"
67;"782712118726496257";"2016-10-03";"@Kent_999s how's the bridge now ?";"1018512066";"";"";1;"0"
68;"782710419106439168";"2016-10-03";"@mgapatrick @getify @codetalkshh @CallbackWomen @speakerdeck fantastic thanks I have followed you for more";"1018512066";"";"";1;"782678798252793857"
69;"782658788272799744";"2016-10-03";"@mgapatrick @getify @codetalkshh @CallbackWomen @speakerdeck is this talk available in retrospect and can I listen now";"1018512066";"";"";1;"782642936911695874"
70;"782133609314516992";"2016-10-01";"@andyjh07 check this mate https://t.co/6vZpfnht7E";"1018512066";"";"";1;"0"
71;"781141021207953409";"2016-09-28";"Version 2: https://t.co/UziswcmP48 via @YouTube";"1018512066";"";"";1;"0"
72;"781113176578486272";"2016-09-28";"@ScamSchool thanks to you https://t.co/PPkHWcA5AZ";"1018512066";"";"";1;"0"
73;"781111955587272704";"2016-09-28";"@DisturbReaIity my attempt after following you guys for some time https://t.co/PPkHWcA5AZ";"1018512066";"";"";1;"0"
74;"781099103535202304";"2016-09-28";"Trick: https://t.co/HK9ogX7LKR via @YouTube";"1018512066";"";"";1;"0"
75;"779824199959453696";"2016-09-25";"@OverwatchEU get kicked from game cannot join because blizzard error. Get 7 hr ban";"1018512066";"";"";1;"0"
76;"779599325869531137";"2016-09-24";"@GuildWars2 whilst playing on my iMac the game shuts the Mac down saying Mac shut down due to an error. Only on gw2 ? Any ideas ?";"1018512066";"";"";1;"0"
77;"778879347373539328";"2016-09-22";"What a brilliant video ! 
SEND MY LOVE - Adele - Patty Cake cover - KHS, Sam Tsui, Madilyn Bailey,... https://t.co/vH6gLWa1HU via @YouTube";"1018512066";"";"";1;"0"
78;"778202020553584640";"2016-09-20";"@GianaLynnMusic @RuneScape why do you need a portable to fletch I thought you can fletch at your backpack";"1018512066";"";"";1;"778119630606962689"
79;"775936012258127873";"2016-09-14";"@KissFMUK Stephen hawking or David Attenborough. Smart people extraordinary loves and stories";"1018512066";"";"";1;"775762769719267328"
80;"775582466702733312";"2016-09-13";"@OverwatchEU what is it with ppl leaving competitive matches ! It shouldn't count as a loss if we loose a sudden 3 vs 5";"1018512066";"";"";1;"0"
81;"773960600418394116";"2016-09-09";"I liked a @YouTube video from @naveedkingvlogs https://t.co/LfbnbeMwGn Runescape Money Making Guide 2015 F2P: 8 Methods Upto 1.6M";"1018512066";"";"";1;"0"
82;"773850705404788736";"2016-09-08";"Is thinking web design becoming an expensive hobby and is wanting a new 5k iMac. #keephacking right? @travisneilson";"1018512066";"";"";1;"0"
83;"773819151462858752";"2016-09-08";"@travisneilson love it what are you using to do your prototyping";"1018512066";"";"";1;"773563572131540994"
84;"772780702798610434";"2016-09-05";"RT @xbgc_: Don't miss out on your chance to win a copy of battlefield 1 just follow us on Twitter and retweet it's that easy!  https://t.co…";"1018512066";"";"";1;"0"
85;"771061886070685696";"2016-09-01";"@KissFMUK cooking some banging fajitas outdoors for my amazing fiancée shout out !  Raving with kiss fm on, sorry neighbours";"1018512066";"";"";1;"0"
86;"768052513736101888";"2016-08-23";"@PlayOverwatch @WhoUpTho about half hour ago for me";"1018512066";"";"";1;"767886435181473793"
87;"768048574772944896";"2016-08-23";"@PlayOverwatch @WhoUpTho you guys all uk ?";"1018512066";"";"";1;"767886435181473793"
88;"768048519575904256";"2016-08-23";"@PlayOverwatch @WhoUpTho what's going on";"1018512066";"";"";1;"767886435181473793"
89;"768046748224909313";"2016-08-23";"@PlayOverwatch @WhoUpTho yeah me yoo";"1018512066";"";"";1;"767886435181473793"
90;"768045356114468864";"2016-08-23";"@PlayOverwatch I'm unable to comment what's happening ?";"1018512066";"";"";1;"0"
91;"766021714920824832";"2016-08-18";"I liked a @YouTube video from @l0nehawk https://t.co/6gEgRyttBU Overwatch Pro Tips! (Episode 1)";"1018512066";"";"";1;"0"
92;"764853196770668544";"2016-08-14";"@KissFMUK would love a mention for my amazing fiancée driving us back to Kent from the peaks ! Love you beautiful x";"1018512066";"";"";1;"0"
93;"759379545074139136";"2016-07-30";"I liked a @YouTube video from @kinocheck https://t.co/lNMVeJx3H7 SAUSAGE PARTY Red Band Trailer 2 (2016)";"1018512066";"";"";1;"0"
94;"784418355080028160";"2016-10-07";"@TechQuotesDaily why it sounds like @gadgetstouse";"1026576745";"";"";1;"784365796868907008"
95;"784416990509359105";"2016-10-07";"RT @SuperSaf: All you need is...

(Not really, you need lots of other stuff too ? Image taken on iPhone 7 Plus) https://t.co/DCWlxLZAc4";"1026576745";"";"";1;"0"
96;"784362968465170432";"2016-10-07";"RT @akshaykumar: Something which has been on my mind since the past few days and I just had to say it. Not intending to offend anyone...so…";"1026576745";"";"";1;"0"
97;"783999537438396416";"2016-10-06";"RT @pranavsapra: If you pay for a Patanjali anti hair-fall product with PayTM and apply a valid coupon code, you get keshback!";"1026576745";"";"";1;"0"
98;"783545889243664389";"2016-10-05";"@C4ESundar did u compare the chins and bezels??";"1026576745";"";"";1;"783545583206297601"
99;"783540580097912832";"2016-10-05";"RT @JackMarshall: yes - underwear. https://t.co/HAfDpIpr5d";"1026576745";"";"";1;"0"
100;"783540352359817216";"2016-10-05";"RT @ThatYogi: Can we please be straight here- when you hit the wrong key by accident, that is a typo. When you can't spell the word, that i…";"1026576745";"";"";1;"0"
101;"783527030574940160";"2016-10-05";"RT @SuperSaf: Sometimes savage ??? https://t.co/wOvwxuRFN4";"1026576745";"";"";1;"0"
102;"783526044473131009";"2016-10-05";"RT @varunkrish: The Pixel phones are the fastest Android phones I have ever used. Snappy is understatement. But so expensive and no 256GB o…";"1026576745";"";"";1;"0"
103;"783525873127391233";"2016-10-05";"RT @jobdexter007: @geekyranjit 2016 will be remembered as year of Mid range devices.Coz fruity devices suck. Noteworthy devices explode. Go…";"1026576745";"";"";1;"0"
104;"783525632651198465";"2016-10-05";"RT @TechQuotesDaily: B4 pricing revelaed - ""REALLY blue"" , ""VERY silver"" , ""QUITE black"" its all Wow ❤
.
After pricing revealed - why its R…";"1026576745";"";"";1;"0"
105;"783525360453488644";"2016-10-05";"RT @TechQuotesDaily: Google - Now we have X billion data sources & bla bla to give u right information
Indian- OK google ! what 'BC' stands…";"1026576745";"";"";1;"0"
106;"783366806325039106";"2016-10-05";"RT @TechQuotesDaily: Ok so Last Two digits in the pricing is 69.. Hmm !  Okay !!";"1026576745";"";"";1;"0"
107;"778305213845213184";"2016-09-21";"RT @indiatimes: #AsaramBapu and his devotees created a ruckus on a @jetairways flight!  #Shame

https://t.co/1ZJqvJvGLV";"103209236";"";"";1;"0"
108;"778304990746021888";"2016-09-21";"RT @indiatvnews: Delayed flight, no queues, chants: Asaram Bapu and his devotees wreak havoc for Jet Airways passengers 
https://t.co/YBMCu…";"103209236";"";"";1;"0"
109;"778304434728112128";"2016-09-21";"@jetairways Never expected from you. You will lose lot of customers. https://t.co/sIWxVQtxg2";"103209236";"";"";1;"0"
110;"776664426850033664";"2016-09-16";"RT @TrollKejri: Kumar Vishwash reaction after seeing Manish sisodia Finland Pics https://t.co/MU6EQ4MiUR";"103209236";"";"";1;"0"
111;"775902438473826308";"2016-09-14";"@TimesNow Jungle Raj at peak";"103209236";"";"";1;"775901731687395329"
112;"769405900469760000";"2016-08-27";"@TrollKejri U should ink Modi's name all over your body like Gajini.";"103209236";"";"";1;"0"
113;"769348917465055232";"2016-08-27";"Everyone is fighting for the right to enter in temple & Dargah. But no one talks about the people who beg outside";"103209236";"";"";1;"0"
114;"769347413966336001";"2016-08-27";"RT @TimesNow: More sophisticated bill in future for paternity leave: Union Minister Maneka Gandhi https://t.co/e1kXDg9QHi";"103209236";"";"";1;"0"
115;"768650189330604032";"2016-08-25";"RT @TrollKejri: Must Watch Speech of Our Goa CM candidate Sh Rajdeep pairdesai https://t.co/GTyWmhJJfK";"103209236";"";"";1;"0"
116;"767690114717724675";"2016-08-22";"@Snapdeal_Help From last three days you are just checking.";"103209236";"";"";1;"767687759129550848"
117;"767686903726428160";"2016-08-22";"Dear @snapdeal where is your promise. You lost one customer today.  https://t.co/owT8g8WuSR";"103209236";"";"";1;"0"
118;"766630767774486528";"2016-08-19";"@Snapdeal_Help then why its showing attempt delivery.";"103209236";"";"";1;"766630298599628801"
