"id";"idOriginEntry";"createDate";"content";"idUser";"category";"sentiment";"type"
34;"781443045304725504";"2016-09-29";"Pakistani terrorists, u don't need to cross LOC for getting killed. Army has started home delivery. Spcl festive offer? #ModiPunishesPak";"1034200326";"";"";2
35;"780347981929209856";"2016-09-26";"Had my heart in my mouth literally!Salute to constable Pawan Tayde of Lonavala police station for his presence of m… https://t.co/WplThnmWxr";"1034200326";"";"";2
36;"779920693504843776";"2016-09-25";"Sometimes she makes me a crocodile sometimes she makes me her clown!The things we do,but that smile makes it all wo… https://t.co/HpSpbh3q0k";"1034200326";"";"";2
37;"770668645873745920";"2016-08-31";"One Sided love makes The most EPIC story ..  #MostLovedADHMTeaser https://t.co/w5MAZNFMtw";"1034200326";"";"";2
38;"770451726256123905";"2016-08-30";"Some days you get Dratini and others r like chai without cheeni…. https://t.co/yAnyGyypSu";"1034200326";"";"";2
39;"770282956183236608";"2016-08-29";"Congratulations @ShwetaPandit7 and #ivanofucci and wish you a lifetime of happiness";"1034200326";"";"";2
40;"770281749687304192";"2016-08-29";"Remembering #DhyanChand Ji and his contributions this #NationalSportsDay. Let's ensure sports becomes an integral part of everyone's life.";"1034200326";"";"";2
41;"770270838020976641";"2016-08-29";"A very important moment in my life today - receiving the Rajiv Gandhi Khel Ratna from the President.Will work harder https://t.co/pjZjllmDXU";"1034200326";"";"";2
42;"770221616886345728";"2016-08-29";"Here it is ...Receiving Rajiv khel Ratna award ?  from hon'ble president at rashtrapati  Bhavan..
#awardceremony☺️? https://t.co/6CrrX5Gnp6";"1034200326";"";"";2
43;"768768783318077440";"2016-08-25";"Pakistan 'laments' US blocking $300 million military aid https://t.co/XkeVZPC9Xy https://t.co/cedWnbSjbJ";"1034200326";"";"";2
44;"767847069688164353";"2016-08-23";"It's an endless road in the Valley of Fire | Photo by @kissdLA https://t.co/yzWZ5c5HNj";"1034200326";"";"";2
45;"766310117369270273";"2016-08-18";"This is what we are . INDIA That is the spirit of india . Good luck for final .#PVSindhu  #Rio2016 https://t.co/GM9AvkE6Aw";"1034200326";"";"";2
46;"766260947463774208";"2016-08-18";"A huge thank you to everyone for their support and constant encouragement! #JaiHind #JeetoRio https://t.co/1WXdfYpOm6";"1034200326";"";"";2
47;"766108791607820289";"2016-08-18";"Great comeback by Sakshi Malik 2 win our 1st medal in Rio.determination and self belief r the key for a performance like this.congratulation";"1034200326";"";"";2
48;"765233907725926400";"2016-08-16";"If you date me, you're dating everything about me https://t.co/sj7S7RhNvx";"1034200326";"";"";2
49;"765223135394181120";"2016-08-15";"Proud moment for the nation. #Rio2016 #ArtisticGymnastics  https://t.co/tS9o8pKKsR";"1034200326";"";"";2
50;"765220390696284160";"2016-08-15";"The Huracán Spyder summer continues in #PortoCervo, Italy. Follow our Instagram profile > https://t.co/NBT9SfsvhT https://t.co/klFnXCjuii";"1034200326";"";"";2
51;"765211553255792640";"2016-08-15";"Wishing everyone a very happy independence day. Jai Hind.";"1034200326";"";"";2
52;"765209020533645312";"2016-08-15";"Attari Wagah border lit up in celebration of 70th #IndependenceDayIndia (Photos: ANI) https://t.co/vNrgTiwjYX";"1034200326";"";"";2
53;"783868621051179009";"2016-10-06";"We never did anything for the money. We did what gave us goosebumps and that's what we got...Miss you so much alrea… https://t.co/UJ1sSaNQsr";"103511991";"";"";2
54;"782798877720186880";"2016-10-03";"People making jokes about @KimKardashian tonight would do well to remember that she's a mother,a daughter,a wife,a friend.Be nice or shut up";"103511991";"";"";2
55;"782387397539528704";"2016-10-02";"Trump Tax Records Obtained by The Times Reveal He Could Have Avoided Paying Taxes for Nearly Two Decades https://t.co/2Pt8LtKOiE";"103511991";"";"";2
56;"782199108740255744";"2016-10-01";"Sir Alex Ferguson's won 5 Premier League titles since Arsenal's manager last won it...
...and he's been retired 3yrs.";"103511991";"";"";2
57;"782183971346124800";"2016-10-01";"Malaysia I'm here! ??";"103511991";"";"";2
58;"782107072695562240";"2016-10-01";"Remember where you came from.";"103511991";"";"";2
59;"782032326838644736";"2016-10-01";"So many entrepreneurs let pride corrupt their success! Belief in an idea alone doesn't justify an obscene valuation! PROFIT does. #SharkTank";"103511991";"";"";2
60;"781427324604469249";"2016-09-29";"Actually Malcom Turnbull, I care more about the security of my planet than I do about my freezer defrosting. #auspol";"103511991";"";"";2
61;"780972488977027072";"2016-09-28";"I'm deeply grieved that Shimon Peres has passed away. Going to Israel was life-changing for me &I treasure the memory of my visit w/ him...";"103511991";"";"";2
62;"780468572128677889";"2016-09-27";"Every day I get 100 emails from entrepreneurs asking for my advice. Here’s my #1 tip. If it’s not making $ in 5 years it’s a hobby. Move on!";"103511991";"";"";2
63;"780463837116035072";"2016-09-27";"After 6 months, @Prep_Expert has done $4 million in sales! Congrats on all the success. https://t.co/EyGmQTwTgv";"103511991";"";"";2
64;"780446752075767812";"2016-09-26";"It's back!!! #PumpRules returns Monday Nov. 7th at 9pm. Only by @Bravotv ??";"103511991";"";"";2
65;"780198332723400708";"2016-09-26";"Amazing cake created for our show tonight in Lincoln, NE! https://t.co/JBYxnPPDtV";"103511991";"";"";2
66;"780136699586351104";"2016-09-26";"“Strive not to be a success, but rather to be of value” –Albert Einstein #BeEpic";"103511991";"";"";2
67;"779894032835158016";"2016-09-25";"""Does Your Business Use Social Media Customer Support?"" https://t.co/2McRxGeOCH by @GrantCardone on @LinkedIn #blog https://t.co/uP7H46I8SK";"103511991";"";"";2
68;"779722707839561728";"2016-09-24";"Male caught red handed damaging a vehicle in front of Police Station, foot chase ended after a thong blowout #fb https://t.co/FEPwarb0JN";"103511991";"";"";2
69;"779469560873226240";"2016-09-24";"I'm standing on apple boxes ? struggle   short girl probs https://t.co/0xZ1Xzb8D6";"103511991";"";"";2
70;"779462730512109569";"2016-09-24";"@jakemiller  can't wait till the #Overnight music video comes out! ? https://t.co/ILKirpoTO3";"103511991";"";"";2
71;"779288547736059905";"2016-09-23";"No good morning get money and stay hater free.?";"103511991";"";"";2
72;"779106750133837824";"2016-09-23";"""I really regret doing this."" —Hillary on Between Two Ferns https://t.co/OmDyINNCrW";"103511991";"";"";2
73;"779087540619874304";"2016-09-23";"This book is River approved! Don’t forget to pre-order the book at https://t.co/4V22Toj6s7… https://t.co/mNPojJ8GjR";"103511991";"";"";2
74;"779020578086936580";"2016-09-23";"Pretty cool that @garyvee stayed out well over an hour to meet people and answer questions till midnight, just chil… https://t.co/DOkF6qN3Bz";"103511991";"";"";2
75;"779000842720542721";"2016-09-22";"UPDATE: We're cutting a full-length online version of my @DalaiLama interview which we'll post when it's ready.… https://t.co/zXHLE05MYD";"103511991";"";"";2
76;"778994522986602496";"2016-09-22";"Say what you want about millennials but working with them is inevitable. Don't turn your back on the future and tom… https://t.co/Z9Zh9U66xh";"103511991";"";"";2
77;"778952204648538113";"2016-09-22";"The first time I met Amy. London, February 2007. She was so lucid and warm! Could not have been lovelier! #TBT… https://t.co/vVonHbsDvG";"103511991";"";"";2
78;"778820996677509120";"2016-09-22";"That's it, West Coast! Thanks for watching #Empire tonight! Another new episode airs next week!";"103511991";"";"";2
79;"778545364869664769";"2016-09-21";"Perth.. I'm in love. @ Cottesloe Beach, West Australia https://t.co/veLY894tMU";"103511991";"";"";2
80;"778475680824692736";"2016-09-21";"Happy birthday, Cerro! Australia's Perth Zoo celebrates Galapagos tortoise's 50th birthday https://t.co/mPCfZ8Zw8G";"103511991";"";"";2
81;"778263349528330240";"2016-09-20";".@CNN Priorities. #TerrenceCrutcher https://t.co/c4BMu4N6yO";"103511991";"";"";2
82;"777967562176991232";"2016-09-20";"Chicken Diseases: Identification And Management Of #Stress, Vices, & #Disease.. https://t.co/J9RSOciCyu    via @amazon #eggs #meat #poultry";"103511991";"";"";2
83;"777203624111812608";"2016-09-18";"@GrantCardone @ElenaCardone @JarrodGlandt Me and My princess listing to GOLD!!!! #GrantCardone https://t.co/OpQgB5ZztV";"103511991";"";"";2
84;"776491368432672768";"2016-09-16";"Feeding and Cooking with biogass stove https://t.co/DhjKu8ueBn";"103511991";"";"";2
85;"776433083247583232";"2016-09-15";"Throw 5,300 ""under the bus"" and reward divisional leader. #Leadership & #accountability nowhere in sight. @susanochs https://t.co/jS4Tx2jlcu";"103511991";"";"";2
86;"775804983572779008";"2016-09-14";"Wells Fargo fired 5,300 workers for illegal sales push. Executive in charge retiring with $125 million.
https://t.co/Ht7TeFbyEk
Well, well$?";"103511991";"";"";2
87;"775134851150131200";"2016-09-12";"@abclandline Loved pasture fed chook/egg story. I only buy freerange eggs. I'll look 4 pasture, free range eggs. I live in South Australia";"103511991";"";"";2
88;"772390429996093441";"2016-09-04";"Spooky salesboy Sam & Pilbara promotor Veronica Macpherson busted same week using images of Colin to sell ""investments"" #wapol @crankynick";"103511991";"";"";2
89;"763925558518423552";"2016-08-12";"August 11, 2016. Olympic Champion https://t.co/d8VXRQ7vC5";"103511991";"";"";2
90;"780103051650691074";"2016-09-26";"Hablame de fractales https://t.co/YFwJGAszfG";"103646556";"";"";2
91;"776520527603126272";"2016-09-16";"@thelma_mejia El cerebro es producto de la Selección Natural. La adaptación evolutiva al ambiente es social y NATURAL. ¡La fiesta es pareja!";"103646556";"";"";2
92;"771508040143020036";"2016-09-02";"@aeunah ...las cuales desconocemos aún. En otras palabras, por los momentos, no nos es posible saber que es o no real.";"103646556";"";"";2
93;"771507672940064768";"2016-09-02";"@aeunah Hawkings y otros, así lo piensan. Al final, quizá, lo fantástico es solo aquello que no obedece a las leyes fundamentales...";"103646556";"";"";2
94;"771506422831984640";"2016-09-02";"@aeunah Lo intersante es q el concepto de decoherencia cuántica va adquiriendo más aceptación y con ello interpretación de múltiples mundos.";"103646556";"";"";2
95;"765915708341358594";"2016-08-17";"Felicidades maestro @aeunah, gracias por compartir e inspirarnos en el conocimiento. Me alegra haber recibido clases con Ud. @PresenciaUNAH";"103646556";"";"";2
96;"764940403300630530";"2016-08-15";"@aeunah Felicidades por su gran labor docente reciba mi respeto y admiración vamos por mas.";"103646556";"";"";2
97;"764854356608856064";"2016-08-14";"Excelente entrevista!!!! https://t.co/CTrr5tr3Px";"103646556";"";"";2
98;"758677402331611137";"2016-07-28";"@aeunah @MMS48 Excelente artículo!";"103646556";"";"";2
99;"758676822879899649";"2016-07-28";"@aeunah @DiarioLaPrensa Execelente artículo p/las q educamos en educación no formal.Lo más hermoso es descubrir juntos, ver rostros felices";"103646556";"";"";2
100;"758675945255342082";"2016-07-28";"@aeunah @DiarioLaPrensa Gracias  maestro!Poco se lee sobre tipos de liderazgo: Mandela, Gandhi y otras que nos inspiran al enseñar a jóvenes";"103646556";"";"";2
101;"783422580527132672";"2016-10-05";"@AguilaDeRamon ayer estuve en los dominios de @efecostac y me mostró tu nuevo libro! Felicidades! Compraré 1 para que estampes tu autógrafo";"104843401";"";"";2
102;"782978894286745600";"2016-10-03";"#MochaDick es best seller en Colombia y fue seleccionado por IBBY de México, sin promoción y sin una entrevista en prensa. Eso es bacán.";"104843401";"";"";2
103;"782625160016822277";"2016-10-02";"Scheib logra doble segundo lugar en el circuito de Jerez https://t.co/Ssg8ls12p0 https://t.co/xPjC6Y1qxv";"104843401";"";"";2
104;"782013713826082816";"2016-10-01";"Tan evidente y tan poco practicado. https://t.co/LG9pTcAG3c";"104843401";"";"";2
105;"781802611028688896";"2016-09-30";"Tenemos algo que denunciar. #ExijoLoJusto https://t.co/t5sbSe1MtG";"104843401";"";"";2
106;"781652659136761856";"2016-09-30";"Un país que crece sólo económicamente puede convertirse en el paraíso de los Chang, los Jadue, los Garay (Warnken). 
El $ como meta país.";"104843401";"";"";2
107;"781560603777327104";"2016-09-30";"Cuando llega el barco de las novedades, saltamos cuando aparece ""Luna"" de Ian McDonald por aquí ? https://t.co/4ZCRie9CCR";"104843401";"";"";2
108;"781479236083351552";"2016-09-29";"#FrasesQuéLeo “El hombre llega mucho más lejos para evitar lo que teme que para alcanzar lo que desea” #ElCódigoDavinci de @AuthorDanBrown";"104843401";"";"";2
109;"780095341894963200";"2016-09-26";"Interesante @evelynmatthei en @lun pq apoya alcalde @FelipeGuevaraSt de Lo Barnechea q en 3 meses quiere hacer lo q… https://t.co/geZ7l3R9mF";"104843401";"";"";2
110;"779829892733145088";"2016-09-25";"Con más de 100 pilotos y 40 kilómetros de circuito se inició la fecha doble del #EnduroFIM en Pichilemu bajo la pro… https://t.co/8KZNA6OetD";"104843401";"";"";2
111;"779767686687363074";"2016-09-25";"Novedades de la bella CROACIA en el buzón: LOS AMANTES DE ESTOCOLMO acaba de ser publicado en Zagreb. https://t.co/C80KqtiBKz";"104843401";"";"";2
112;"779399684594995200";"2016-09-24";"Todos a prepararse para la única primavera que no da alergias: ""Primavera del Libro"", más 100 editoriales independi… https://t.co/kMoUYAlqd9";"104843401";"";"";2
113;"778643696925437954";"2016-09-22";"¡No olvidar! Porque quedan pocos días... 20% descuento en todos los AUTORES CHILENOS hasta el 25 de septiembre. Apr… https://t.co/HFnBdJEkqa";"104843401";"";"";2
114;"778640886179717120";"2016-09-22";"Una semana y #HarryPotter llegará a nuestra librería ⚡? resérvalo a través de nuestras RRSS! https://t.co/OMqAWd8lIe";"104843401";"";"";2
115;"778632414671343616";"2016-09-21";"Mi percepción es mi filtro a través del cual creo mi realidad. Yo elijo ver posibilidades infinitas ante mí (Sue Krebs).";"104843401";"";"";2
116;"778278610377596930";"2016-09-21";"""I got this"" - Opie ? (5x03) https://t.co/2HiwXckp1o";"104843401";"";"";2
117;"777971189402787840";"2016-09-20";"Las oportunidades no son producto de la casualidad, más bien son resultado del trabajo!!!?????? @JuanRamirezDie… https://t.co/x3dYNkDWM9";"104843401";"";"";2
118;"776906867360563200";"2016-09-17";"No olviden que seguimos con descuento en AUTORES CHILENOS hasta el 25 de septiembre! ?
Felices fiestas amigos! https://t.co/4Pc2R2miKm";"104843401";"";"";2
119;"776436103775682560";"2016-09-15";"Estamos ubicados en el @apumanque  para que no te pierdas de las mejores novedades en libros!";"104843401";"";"";2
120;"776421018743234561";"2016-09-15";"#HarryPotter llega el 28 a nuestra librería ¿Y tú aún no lo reservas? https://t.co/aGx5sCGPRd";"104843401";"";"";2
121;"776209301648080896";"2016-09-15";"En 6 años 1.309 #startups pasaron por @startupchile, 24% chilenas, 76% extranjeras: https://t.co/9D5VpiGKTq https://t.co/6XoxWjPDoK";"104843401";"";"";2
122;"776149680552087556";"2016-09-15";"El Liderazgo en Chile desde otra mirada! #LiderazgoCreativo de @AguilaDeRamon @diloconmonos ya disponible! Corran! https://t.co/sAfNP1cqoI";"104843401";"";"";2
123;"776134130887225345";"2016-09-15";"Los libros de @baradit también están con 20% de dcto hasta el 25 de sept! https://t.co/2i6jdaZh06";"104843401";"";"";2
124;"775711235551756288";"2016-09-13";"Se acerca el 28 de sept reserva el libro de #HarryPotter en español enviándonos un DM https://t.co/J3zBJI7cFA";"104843401";"";"";2
125;"775401928847200257";"2016-09-13";"¿Qué les parece esta sorpresa? Desde hoy hasta el 25/9 todos los libros de AUTORES CHILENOS con 20%descuento.Corran! https://t.co/xKKOXPz5HU";"104843401";"";"";2
126;"775318598201946113";"2016-09-12";"Socialistas quieren estatizar INACAP, instituto top d capacitación, pero no colegios privados top. ¿Será porque ahí van sus hijos y nietos?";"104843401";"";"";2
127;"775059801625747458";"2016-09-12";"¡Final en La Serena! Cobresal derrotó por 2-0 a la U, que sigue sin encontrar el rumbo";"104843401";"";"";2
128;"773340285216645120";"2016-09-07";"@pcayuqueo Ellos perdieron o nosotros ganamos. Un pueblo bipolar. No apoya a sus deportista, solo los juzgan cuando van perdiendo.";"104843401";"";"";2
129;"772872174868819969";"2016-09-06";"#Imperdible @ALA_booklist describe a la autora como «Una fuerza literaria única y abrasadora.» https://t.co/1qcF9S3phc";"104843401";"";"";2
130;"772868149351948289";"2016-09-06";"Señores @AmericanExpress , necesito entablar una queja por su atención telefónica, pero no me responden el teléfono. Cómo hacemos? Gracias.";"104843401";"";"";2
131;"772521095891152896";"2016-09-05";"Tartle: Del escocés – Ese momento de vacilación al presentar a alguien, porque te has olvidado su nombre.";"104843401";"";"";2
132;"771681422872604673";"2016-09-02";"""El rol del Estado debería ser fiscalizador y de apoyo a las familias que no tienen recursos. Con financiamiento de la demanda"" @AXELKAISER";"104843401";"";"";2
133;"771094162494021632";"2016-09-01";"Coda ambién en Cerveceria Liverpool, en la subida Ecuador, Valpo. https://t.co/CwryMWVr0o";"104843401";"";"";2
134;"771062105357291521";"2016-09-01";"#PasamosAgosto! Y estos fueron los más vendidos del mes... Felicidades @baradit por los 2 primeros lugares ClapClap https://t.co/nZpboN5AhG";"104843401";"";"";2
135;"770683219117211649";"2016-08-31";"Este 28 de septiembre llega la versión en español de "" #HarryPotter y el legado maldito"" resérvalo por dm ⚡ https://t.co/QaEPu0EMod";"104843401";"";"";2
136;"770356141838696448";"2016-08-30";"Novedades de día #lunes! #ElCartel de @donwinslow relata los crudos aspectos de los carteles de droga ? Disponible ? https://t.co/sq7FrxSNP8";"104843401";"";"";2
137;"770023134124793856";"2016-08-29";"Hace 240 años Adam Smith, en La riqueza de las naciones, nos recordaba que la fuente de la riqueza es el trabajo y la libertad, no el Estado";"104843401";"";"";2
138;"769578144944812032";"2016-08-27";"Pasa que está infectado con el virus de la codicia, orientado a la  consecución del éxito, y acumulación de riqueza. https://t.co/LrmP5fwYyT";"104843401";"";"";2
139;"769239267080036354";"2016-08-27";"#LaViuda de @figbarton! Vertiginoso, fascinante, oscuro, intenso, absorbente... Nada más que decir! Léalo! Regálelo! https://t.co/XRkcJMk9g1";"104843401";"";"";2
140;"768553503082119168";"2016-08-25";"Esta noche a las 22:00 horas en #OjoConElLibro un autor salido del puerto, @geltesch #ARTV https://t.co/dL0uR9qIHN";"104843401";"";"";2
141;"768544964506685440";"2016-08-25";"En #JuegoSucio @panchosagredo y @FernandoAgustin investigaron sobre los malos hábitos de nuestro fútbol. Disponible! https://t.co/IJYakGXAtV";"104843401";"";"";2
142;"768508722327027713";"2016-08-25";"#FrasesQuéLeo “Sonríe aunque sólo sea una sonrisa triste, porque más triste que la sonrisa triste, es la tristeza de no saber sonreír”";"104843401";"";"";2
143;"768406828409585664";"2016-08-24";"Por las pastas, por las minas, por nuestros abuelos, bisabuelos y antepasados y porque tienen a Higuaín allá retenido #ForzaItalia";"104843401";"";"";2
144;"768161492227203072";"2016-08-24";"Nuestro Whatsapp te espera, agréganos y consulta por las novedades de nuestra librería ? +569 95599777";"104843401";"";"";2
145;"768160449057529856";"2016-08-24";"Hay #PremioNacionaldeLiteratura2016! Felicidades poeta Manuel Silva Acevedo! https://t.co/GM5VztTUXc";"104843401";"";"";2
146;"768146302433652736";"2016-08-24";"¿Problemas de ortografía? Entonces comienza a leer y mejorarás tu redacción ?#BeneficiosDelLector";"104843401";"";"";2
147;"767398705171423232";"2016-08-21";"Ya estamos en @queleodominicos / hasta las 1430 https://t.co/TEhFLGXPNE";"104843401";"";"";2
148;"767397264293629952";"2016-08-21";"Francisco Ortega firma sus libros en Qué Leo Los Dominicos ahora. https://t.co/vQKgPCZQLn";"104843401";"";"";2
149;"779285292427587584";"2016-09-23";"@AdarshGarg86 sure :D";"1055540670";"";"";2
150;"774639598957842432";"2016-09-10";"@Jaykapoor24 thank you. This trick worked and here my #redmi3s received in 2 days. https://t.co/HXcIexjlQW";"1055540670";"";"";2
151;"774622957914222592";"2016-09-10";"Different TV's HDTV Explained 1080p, 4K, 4K HDR, ULTRA HD, Smart TV https://t.co/WEkpZPeqvA @YouTubeIndia";"1055540670";"";"";2
152;"774287634122235904";"2016-09-09";"Huge congratulations to @aatechnology_in for 50k & @Jaykapoor24 for 1 Lakh Subscribers on YouTube :)";"1055540670";"";"";2
153;"773589508688187392";"2016-09-08";"Sorry apple but the Samsung Gear Icon X does more and looks cooler than wireless earpods #AppleEvent https://t.co/7s9z5Pg1dP";"1055540670";"";"";2
154;"765201839587418112";"2016-08-15";"@Dhananjay_Tech  i think you are one of the youtubers who talk from heart like @geekyranjit @C4ETech";"1055540670";"";"";2
155;"760376202552934400";"2016-08-02";"https://t.co/1lnzxjqd06 - Why do you love your first Mi phone? Tell Mi & stand to WIN! #MiLaunch https://t.co/VffarsSGZ8";"1055540670";"";"";2
156;"758150840251056128";"2016-07-27";"July 27th Day when our Legendary APJAbdulKalam left us A tribute to Dr #APJAbdulKalam on his first death anniversary https://t.co/W0hxcruBAn";"1055540670";"";"";2
157;"756100438034817024";"2016-07-21";"Getting bored with all these Smartphones do you guys want that I do a Weekly roundup of interesting Tech News once Weekly.";"1055540670";"";"";2
158;"783512890225618944";"2016-10-05";"Team Sia supports marriage equality for everyone! @Sayidodownunder ?️‍??? https://t.co/3GSJqdDbFS";"1069370876";"";"";2
159;"781710887484882944";"2016-09-30";"GIVEAWAY GRATIS PASS CODE!  
GET NOW ON BIO LINK: 
@claudiosorin @cristianns2011 https://t.co/vfbILgPqJ8";"1069370876";"";"";2
160;"780068218111193088";"2016-09-25";"Thank you Vegas for the incredible time at #iHeartFestival! Catch Sia when she's back next month… https://t.co/vj8wPaqJNM";"1069370876";"";"";2
161;"778036481617170433";"2016-09-20";"¿ cómo volver loca a una mujer en dos pasos ?. 

1. Tómale una foto 

2. No se la enseñes ???";"1069370876";"";"";2
162;"777332615485411332";"2016-09-18";"Vayan a ver mi nuevo video para ""TODO"" ??☝️??:

https://t.co/8FBY09iBQn";"1069370876";"";"";2
163;"777322693641273344";"2016-09-18";"This is how olives are harvested https://t.co/PWKx5wDPup";"1069370876";"";"";2
164;"777259352826654720";"2016-09-18";"Así las leo los sábados por la mañana mis niñas ❤️ https://t.co/40fx1DpJNC";"1069370876";"";"";2
165;"777249958562897920";"2016-09-18";"Me gusta la nueva actualización de iPhone se ve más chimba ???";"1069370876";"";"";2
166;"773009108748369920";"2016-09-06";"Get ""The Greatest"" featuring @KendrickLamar on @iTunes https://t.co/AOPtEHMTwS & @AppleMusic https://t.co/ltx9woq378 - Team Sia";"1069370876";"";"";2
167;"773008922194116608";"2016-09-06";"I’m free to be the greatest here tonight. Watch the video for Sia's new single The Greatest @VEVO #weareyourchildren https://t.co/BHuX5or8xz";"1069370876";"";"";2
168;"772590469196967936";"2016-09-05";"Arquitecta de mis propias destrucciones. https://t.co/sCV7Ht3Kt3";"1069370876";"";"";2
